payment_id,amount,payment_method,failure_reason,previous_successful_payments,previous_failed_payments,retry_count,customer_success_rate,hour_of_payment,customer_tenure_days,recovery_action,recovered,recovered_amount
PAY_02483,6939,Net Banking,Network Error,5,2,0,0.625,17,181,Retry,1,6939
PAY_02484,3606,Net Banking,Network Error,4,3,1,0.5,21,534,Retry,0,0
PAY_02485,7336,Net Banking,User Abandoned,11,3,0,0.733,4,140,UPI Link,1,7336
PAY_02486,3800,Net Banking,Technical Error,5,1,1,0.714,23,440,Retry,0,0
PAY_02487,754,Wallet,Bank Timeout,11,2,1,0.786,11,683,Retry,1,754
PAY_02488,843,Net Banking,Technical Error,9,0,1,0.9,23,48,Retry,1,843
PAY_02489,3159,Wallet,Card Declined,11,2,1,0.786,15,99,Reminder,1,3159
PAY_02490,1324,UPI,Network Error,8,4,0,0.615,0,1159,Retry,1,1324
PAY_02491,3544,UPI,Network Error,7,2,0,0.7,17,1008,Retry,1,3544
PAY_02492,731,Net Banking,User Abandoned,3,1,0,0.6,23,155,UPI Link,1,731
PAY_02493,5574,UPI,Network Error,7,2,0,0.7,16,180,Retry,0,0
PAY_02494,5215,Wallet,Network Error,8,3,2,0.667,6,150,UPI Link,0,0
PAY_02495,5450,Wallet,Technical Error,3,2,1,0.5,14,312,Retry,1,5450
PAY_02496,433,UPI,Bank Timeout,10,1,2,0.833,18,696,UPI Link,1,433
PAY_02497,4200,Wallet,Insufficient Funds,8,3,1,0.667,18,602,Reminder,1,4200
PAY_02498,11903,Wallet,Insufficient Funds,8,1,0,0.8,7,661,Reminder,1,11903
PAY_02499,6106,Net Banking,Bank Timeout,8,1,1,0.8,21,669,Retry,0,0
PAY_02500,7738,Card,Network Error,5,3,0,0.556,22,1182,Retry,0,0
PAY_02501,1503,Card,Bank Timeout,7,1,0,0.778,5,207,Retry,1,1503
PAY_02502,3249,UPI,Bank Timeout,12,1,1,0.857,11,142,Retry,0,0
PAY_02503,1837,Net Banking,Bank Timeout,7,1,2,0.778,6,414,Reminder,0,0
PAY_02504,8528,Wallet,Technical Error,6,3,0,0.6,6,728,Retry,1,8528
PAY_02505,806,Wallet,Insufficient Funds,9,2,1,0.75,0,910,Retry,1,806
PAY_02506,1561,Card,Card Declined,9,3,0,0.692,14,899,UPI Link,1,1561
PAY_02507,5264,Card,Card Declined,5,3,1,0.556,3,191,Retry,0,0
PAY_02508,824,UPI,Bank Timeout,7,0,0,0.875,3,1002,UPI Link,1,824
PAY_02509,13482,Net Banking,User Abandoned,14,2,0,0.824,13,392,Reminder,1,13482
PAY_02510,6405,UPI,Network Error,12,2,0,0.8,15,523,Retry,1,6405
PAY_02511,3014,Wallet,Insufficient Funds,6,1,0,0.75,12,861,Reminder,1,3014
PAY_02512,17232,UPI,Technical Error,6,1,0,0.75,9,134,Retry,1,17232
PAY_02513,4678,Net Banking,Bank Timeout,8,1,2,0.8,2,1333,UPI Link,1,4678
PAY_02514,3747,Wallet,Card Declined,5,3,0,0.556,8,1495,UPI Link,1,3747
PAY_02515,6827,Net Banking,Insufficient Funds,9,1,0,0.818,7,364,UPI Link,0,0
PAY_02516,22054,Card,Network Error,3,4,0,0.375,4,1424,Retry,1,22054
PAY_02517,4951,UPI,Insufficient Funds,6,4,1,0.545,6,1354,Reminder,0,0
PAY_02518,3653,Wallet,Bank Timeout,5,5,1,0.455,5,358,Reminder,0,0
PAY_02519,26547,Card,User Abandoned,9,2,2,0.75,5,748,UPI Link,0,0
PAY_02520,2808,UPI,Bank Timeout,7,2,0,0.7,15,418,Retry,1,2808
PAY_02521,4382,Net Banking,Technical Error,8,4,1,0.615,10,59,UPI Link,0,0
PAY_02522,4079,Net Banking,Insufficient Funds,4,2,1,0.571,1,296,Retry,1,4079
PAY_02523,756,UPI,Network Error,4,4,1,0.444,19,1480,Retry,1,756
PAY_02524,3804,Card,Insufficient Funds,13,1,0,0.867,11,457,Reminder,1,3804
PAY_02525,4446,UPI,Insufficient Funds,9,0,1,0.9,14,851,Retry,1,4446
PAY_02526,1246,Wallet,Bank Timeout,6,1,1,0.75,20,2,Retry,1,1246
PAY_02527,3326,Wallet,Technical Error,11,4,0,0.688,10,1345,Retry,1,3326
PAY_02528,3929,UPI,Card Declined,11,0,1,0.917,23,1170,UPI Link,1,3929
PAY_02529,2254,Card,Network Error,7,2,0,0.7,4,462,Retry,1,2254
PAY_02530,7585,UPI,User Abandoned,9,1,1,0.818,9,1260,Reminder,1,7585
PAY_02531,936,Card,Technical Error,9,1,0,0.818,23,1351,Retry,0,0
PAY_02532,3222,Wallet,User Abandoned,17,2,1,0.85,16,1059,UPI Link,0,0
PAY_02533,1933,Net Banking,Bank Timeout,8,2,0,0.727,13,768,Retry,0,0
PAY_02534,1177,UPI,User Abandoned,9,5,1,0.6,20,99,UPI Link,0,0
PAY_02535,3831,Card,Insufficient Funds,11,1,0,0.846,20,70,UPI Link,1,3831
PAY_02536,1428,Card,Bank Timeout,15,1,1,0.882,10,24,Retry,1,1428
PAY_02537,14540,Wallet,Technical Error,9,1,0,0.818,20,1183,Retry,1,14540
PAY_02538,4832,Card,Card Declined,8,1,1,0.8,8,1118,UPI Link,0,0
PAY_02539,10217,Net Banking,User Abandoned,7,1,1,0.778,10,691,Retry,1,10217
PAY_02540,1103,Card,Technical Error,8,1,0,0.8,15,1125,Retry,0,0
PAY_02541,5106,UPI,User Abandoned,9,0,0,0.9,16,539,Reminder,1,5106
PAY_02542,5097,Net Banking,Card Declined,5,1,2,0.714,0,1113,UPI Link,1,5097
PAY_02543,1457,Card,Card Declined,9,1,0,0.818,3,1128,Reminder,0,0
PAY_02544,9693,Card,Technical Error,8,0,0,0.889,14,894,Retry,1,9693
PAY_02545,8308,UPI,Network Error,7,0,0,0.875,12,1047,Retry,1,8308
PAY_02546,4811,Card,Insufficient Funds,11,3,0,0.733,23,725,UPI Link,1,4811
PAY_02547,1563,Card,Network Error,9,1,1,0.818,16,97,UPI Link,0,0
PAY_02548,2354,Net Banking,Network Error,7,2,0,0.7,22,1088,Retry,0,0
PAY_02549,8623,Card,Insufficient Funds,5,0,2,0.833,5,1301,UPI Link,1,8623
PAY_02550,2849,Card,User Abandoned,10,3,0,0.714,17,1249,Reminder,1,2849
PAY_02551,200,Card,Technical Error,4,1,0,0.667,12,608,Retry,1,200
PAY_02552,4947,Wallet,Card Declined,13,3,1,0.765,10,279,Reminder,0,0
PAY_02553,3001,Net Banking,Insufficient Funds,8,3,0,0.667,8,1451,UPI Link,0,0
PAY_02554,14745,Net Banking,Bank Timeout,5,2,2,0.625,19,1217,Retry,1,14745
PAY_02555,5989,UPI,Card Declined,4,2,0,0.571,4,985,Reminder,0,0
PAY_02556,3050,Card,Card Declined,5,0,0,0.833,20,859,UPI Link,1,3050
PAY_02557,14650,Card,Bank Timeout,6,1,0,0.75,2,464,Reminder,0,0
PAY_02558,3617,Net Banking,Bank Timeout,11,1,1,0.846,3,1487,UPI Link,1,3617
PAY_02559,2444,Card,Bank Timeout,6,1,1,0.75,4,1377,Retry,0,0
PAY_02560,1282,Net Banking,Insufficient Funds,10,1,2,0.833,3,1067,Reminder,0,0
PAY_02561,2874,UPI,User Abandoned,10,1,1,0.833,15,476,UPI Link,1,2874
PAY_02562,1111,Net Banking,Insufficient Funds,6,3,1,0.6,23,1250,UPI Link,0,0
PAY_02563,4704,UPI,User Abandoned,8,2,0,0.727,8,84,Reminder,1,4704
PAY_02564,6677,Net Banking,Insufficient Funds,12,0,2,0.923,14,873,UPI Link,1,6677
PAY_02565,3508,Wallet,Technical Error,7,2,0,0.7,16,212,Retry,1,3508
PAY_02566,1823,Net Banking,Bank Timeout,8,1,2,0.8,15,1437,Retry,1,1823
PAY_02567,2574,Wallet,Insufficient Funds,6,2,2,0.667,3,574,UPI Link,0,0
PAY_02568,11746,Net Banking,Technical Error,6,1,2,0.75,16,674,Reminder,1,11746
PAY_02569,2623,Net Banking,Technical Error,6,3,0,0.6,0,208,UPI Link,1,2623
PAY_02570,869,Wallet,Bank Timeout,10,0,1,0.909,15,454,Retry,1,869
PAY_02571,10986,Net Banking,Insufficient Funds,7,3,2,0.636,15,1149,UPI Link,0,0
PAY_02572,5589,Wallet,Network Error,4,3,1,0.5,21,784,Retry,1,5589
PAY_02573,6721,UPI,Network Error,5,2,2,0.625,3,1179,Reminder,1,6721
PAY_02574,2531,Card,Technical Error,5,3,1,0.556,21,1453,Reminder,0,0
PAY_02575,8489,Wallet,Card Declined,7,1,2,0.778,23,82,UPI Link,0,0
PAY_02576,6646,Wallet,Card Declined,6,3,1,0.6,16,77,Retry,1,6646
PAY_02577,4362,Wallet,User Abandoned,8,3,0,0.667,6,1162,Reminder,1,4362
PAY_02578,2208,Net Banking,Insufficient Funds,2,1,0,0.5,13,59,UPI Link,1,2208
PAY_02579,7989,Net Banking,Technical Error,7,1,2,0.778,11,722,Retry,0,0
PAY_02580,10598,Card,Technical Error,9,2,1,0.75,1,665,Retry,0,0
PAY_02581,6512,Net Banking,Bank Timeout,8,1,0,0.8,17,1121,Retry,0,0
PAY_02582,4526,Wallet,Technical Error,5,3,0,0.556,15,183,Retry,0,0
PAY_02583,856,Card,Technical Error,4,4,0,0.444,3,1479,Retry,0,0
PAY_02584,3490,Wallet,Technical Error,4,4,1,0.444,15,1310,Retry,1,3490
PAY_02585,3737,Wallet,Bank Timeout,11,2,0,0.786,22,995,Retry,1,3737
PAY_02586,3799,Wallet,Technical Error,7,3,0,0.636,5,662,Retry,1,3799
PAY_02587,4541,Card,Network Error,10,0,0,0.909,16,1435,Retry,1,4541
PAY_02588,5175,Net Banking,Network Error,8,2,1,0.727,5,816,Retry,1,5175
PAY_02589,5083,UPI,Bank Timeout,15,0,0,0.938,2,1458,Retry,1,5083
PAY_02590,14365,Wallet,Technical Error,9,2,0,0.75,22,697,Retry,0,0
PAY_02591,2198,Wallet,Bank Timeout,5,2,1,0.625,3,602,Retry,0,0
PAY_02592,1809,UPI,Technical Error,6,1,0,0.75,14,84,Retry,1,1809
PAY_02593,5460,Card,User Abandoned,10,1,0,0.833,0,1013,Reminder,1,5460
PAY_02594,1072,Card,Bank Timeout,12,1,0,0.857,14,1327,UPI Link,1,1072
PAY_02595,4656,Card,Insufficient Funds,10,6,0,0.588,7,43,Retry,1,4656
PAY_02596,2152,Wallet,Card Declined,4,3,1,0.5,17,1129,Retry,0,0
PAY_02597,1714,Card,Card Declined,7,0,0,0.875,16,1190,UPI Link,1,1714
PAY_02598,9117,Wallet,User Abandoned,10,0,0,0.909,22,746,UPI Link,0,0
PAY_02599,5604,Net Banking,Card Declined,6,1,0,0.75,11,481,UPI Link,1,5604
PAY_02600,2793,Net Banking,Insufficient Funds,14,0,2,0.933,4,659,Retry,0,0
PAY_02601,31080,Card,Network Error,13,3,1,0.765,4,198,Reminder,0,0
PAY_02602,10473,Wallet,Network Error,2,1,0,0.5,3,1238,Retry,0,0
PAY_02603,4032,Net Banking,User Abandoned,9,3,2,0.692,20,1135,UPI Link,0,0
PAY_02604,3483,Card,Card Declined,5,2,0,0.625,18,109,UPI Link,1,3483
PAY_02605,726,Wallet,Card Declined,7,2,1,0.7,13,133,Retry,0,0
PAY_02606,1286,Card,Insufficient Funds,10,1,1,0.833,14,1145,UPI Link,1,1286
PAY_02607,2685,Net Banking,Card Declined,14,4,2,0.737,4,131,UPI Link,0,0
PAY_02608,839,UPI,User Abandoned,13,2,0,0.812,18,517,UPI Link,1,839
PAY_02609,2254,UPI,User Abandoned,6,0,1,0.857,15,883,UPI Link,1,2254
PAY_02610,7927,Card,Card Declined,10,6,0,0.588,21,926,UPI Link,1,7927
PAY_02611,7583,Net Banking,Technical Error,10,2,0,0.769,18,1041,Reminder,0,0
PAY_02612,4547,Card,Network Error,8,4,2,0.615,18,645,Retry,0,0
PAY_02613,5577,UPI,User Abandoned,9,2,0,0.75,18,246,UPI Link,1,5577
PAY_02614,7380,UPI,Network Error,16,0,0,0.941,16,848,UPI Link,0,0
PAY_02615,1525,Card,Bank Timeout,3,2,1,0.5,5,372,Retry,1,1525
PAY_02616,1180,Wallet,User Abandoned,10,1,0,0.833,10,183,Reminder,1,1180
PAY_02617,9495,Wallet,Network Error,6,2,2,0.667,21,794,UPI Link,0,0
PAY_02618,17976,Wallet,User Abandoned,5,1,1,0.714,4,704,Reminder,1,17976
PAY_02619,1555,Net Banking,Technical Error,12,1,0,0.857,22,882,UPI Link,0,0
PAY_02620,2476,Wallet,Insufficient Funds,2,2,0,0.4,8,823,Reminder,1,2476
PAY_02621,3534,Net Banking,User Abandoned,7,3,2,0.636,2,696,Reminder,1,3534
PAY_02622,1585,UPI,Network Error,13,2,0,0.812,0,1242,Retry,1,1585
PAY_02623,3141,UPI,User Abandoned,18,1,0,0.9,3,346,Reminder,0,0
PAY_02624,2324,UPI,Insufficient Funds,10,2,0,0.769,12,628,Reminder,1,2324
PAY_02625,7665,Net Banking,Insufficient Funds,8,0,0,0.889,6,1304,UPI Link,1,7665
PAY_02626,1689,Card,Network Error,8,1,0,0.8,11,199,UPI Link,1,1689
PAY_02627,2635,Card,Network Error,8,2,0,0.727,18,363,UPI Link,1,2635
PAY_02628,1709,Card,Network Error,11,0,0,0.917,14,63,Retry,1,1709
PAY_02629,1232,UPI,Technical Error,16,1,0,0.889,3,715,Retry,1,1232
PAY_02630,5103,Card,Insufficient Funds,9,4,1,0.643,6,1236,Reminder,1,5103
PAY_02631,3776,Net Banking,Card Declined,8,3,2,0.667,17,797,Reminder,0,0
PAY_02632,852,UPI,User Abandoned,9,3,1,0.692,2,693,Reminder,1,852
PAY_02633,4287,Card,Bank Timeout,8,1,1,0.8,6,828,Retry,1,4287
PAY_02634,1089,UPI,Card Declined,9,0,2,0.9,22,1211,UPI Link,1,1089
PAY_02635,4369,UPI,User Abandoned,10,0,2,0.909,10,1080,UPI Link,0,0
PAY_02636,3237,Wallet,Network Error,9,4,2,0.643,6,579,Reminder,1,3237
PAY_02637,2248,Wallet,Bank Timeout,13,4,0,0.722,20,874,Retry,1,2248
PAY_02638,932,Wallet,Insufficient Funds,6,1,1,0.75,0,1007,Reminder,1,932
PAY_02639,316,Wallet,Network Error,3,2,1,0.5,9,1020,Reminder,0,0
PAY_02640,2047,Net Banking,User Abandoned,8,4,2,0.615,1,1081,UPI Link,0,0
PAY_02641,5424,Card,Insufficient Funds,7,1,0,0.778,18,1170,UPI Link,0,0
PAY_02642,2789,Net Banking,User Abandoned,6,3,0,0.6,17,58,Reminder,0,0
PAY_02643,2907,Net Banking,Card Declined,9,2,0,0.75,11,1102,UPI Link,1,2907
PAY_02644,3488,Wallet,User Abandoned,7,3,1,0.636,16,366,Reminder,1,3488
PAY_02645,462,UPI,Bank Timeout,5,2,0,0.625,14,381,UPI Link,0,0
PAY_02646,3618,Net Banking,Insufficient Funds,7,0,2,0.875,6,1015,Reminder,1,3618
PAY_02647,3429,UPI,Insufficient Funds,6,2,1,0.667,6,1412,Reminder,1,3429
PAY_02648,2691,Net Banking,Insufficient Funds,7,3,0,0.636,21,678,Retry,1,2691
PAY_02649,707,Wallet,Bank Timeout,12,0,0,0.923,12,92,Retry,1,707
PAY_02650,4889,Card,Network Error,11,0,2,0.917,8,866,UPI Link,1,4889
PAY_02651,1863,Net Banking,Bank Timeout,6,1,2,0.75,23,559,Reminder,1,1863
PAY_02652,315,UPI,Card Declined,6,2,1,0.667,12,570,Reminder,1,315
PAY_02653,3911,Card,Card Declined,5,2,0,0.625,19,22,UPI Link,1,3911
PAY_02654,6786,Wallet,Insufficient Funds,8,2,2,0.727,14,264,UPI Link,0,0
PAY_02655,2911,Card,Insufficient Funds,6,3,2,0.6,3,237,Reminder,1,2911
PAY_02656,8116,Wallet,Insufficient Funds,4,2,0,0.571,17,671,Reminder,0,0
PAY_02657,9636,Net Banking,User Abandoned,3,2,2,0.5,22,816,Reminder,1,9636
PAY_02658,668,Net Banking,Technical Error,12,4,1,0.706,8,223,UPI Link,0,0
PAY_02659,1953,Wallet,Bank Timeout,7,0,0,0.875,17,1020,Retry,1,1953
PAY_02660,24175,UPI,Card Declined,6,4,1,0.545,3,229,UPI Link,1,24175
PAY_02661,1124,Wallet,Bank Timeout,9,3,0,0.692,22,139,Retry,1,1124
PAY_02662,2081,Net Banking,Card Declined,8,2,2,0.727,4,906,UPI Link,0,0
PAY_02663,2650,UPI,User Abandoned,8,1,1,0.8,6,431,UPI Link,1,2650
PAY_02664,2394,UPI,Network Error,10,0,0,0.909,4,700,UPI Link,0,0
PAY_02665,2579,Net Banking,Bank Timeout,5,3,0,0.556,14,411,Reminder,1,2579
PAY_02666,818,UPI,Card Declined,6,3,1,0.6,4,598,UPI Link,1,818
PAY_02667,4009,Card,Bank Timeout,14,1,2,0.875,6,688,UPI Link,0,0
PAY_02668,6115,Wallet,Insufficient Funds,6,2,1,0.667,2,504,UPI Link,0,0
PAY_02669,914,Net Banking,Network Error,3,3,0,0.429,4,1121,Reminder,1,914
PAY_02670,9895,UPI,Insufficient Funds,7,2,2,0.7,2,840,UPI Link,0,0
PAY_02671,1494,UPI,Network Error,9,0,2,0.9,5,1483,Retry,1,1494
PAY_02672,5148,Net Banking,Insufficient Funds,4,2,0,0.571,3,1402,Reminder,0,0
PAY_02673,17435,Wallet,Insufficient Funds,5,1,1,0.714,1,794,UPI Link,1,17435
PAY_02674,15209,UPI,Bank Timeout,7,3,2,0.636,1,1155,UPI Link,1,15209
PAY_02675,5442,UPI,User Abandoned,8,3,1,0.667,18,1321,Reminder,1,5442
PAY_02676,4466,Wallet,Card Declined,8,3,2,0.667,7,1399,UPI Link,0,0
PAY_02677,7032,Net Banking,Technical Error,11,3,2,0.733,14,982,Retry,1,7032
PAY_02678,2298,Card,Card Declined,5,1,1,0.714,11,459,UPI Link,0,0
PAY_02679,6496,Card,Card Declined,16,3,0,0.8,5,754,Reminder,0,0
PAY_02680,6539,Wallet,Technical Error,9,0,0,0.9,1,942,Retry,1,6539
PAY_02681,1021,Card,Card Declined,7,4,0,0.583,20,723,UPI Link,0,0
PAY_02682,11306,Wallet,Card Declined,9,0,1,0.9,14,927,UPI Link,1,11306
PAY_02683,3142,Wallet,Card Declined,8,2,0,0.727,10,668,UPI Link,0,0
PAY_02684,1888,Card,User Abandoned,13,3,1,0.765,6,504,Reminder,1,1888
PAY_02685,4721,Card,Network Error,5,1,0,0.714,23,1351,UPI Link,1,4721
PAY_02686,35316,Net Banking,Card Declined,8,1,1,0.8,13,768,UPI Link,0,0
PAY_02687,3908,Card,Card Declined,8,1,0,0.8,15,223,UPI Link,0,0
PAY_02688,2101,Wallet,Technical Error,2,1,1,0.5,13,105,Retry,1,2101
PAY_02689,6316,Net Banking,Network Error,7,2,0,0.7,21,788,Reminder,0,0
PAY_02690,4475,Wallet,Bank Timeout,4,2,1,0.571,0,1422,Retry,1,4475
PAY_02691,715,Card,Technical Error,6,1,2,0.75,21,1154,UPI Link,0,0
PAY_02692,1363,Wallet,Network Error,8,1,0,0.8,4,843,Retry,1,1363
PAY_02693,3458,Card,User Abandoned,9,3,0,0.692,15,648,UPI Link,1,3458
PAY_02694,3752,UPI,User Abandoned,14,2,0,0.824,2,176,Reminder,1,3752
PAY_02695,6847,UPI,Technical Error,17,0,0,0.944,10,731,Retry,1,6847
PAY_02696,1737,Card,Bank Timeout,9,2,0,0.75,2,744,Retry,1,1737
PAY_02697,3842,Net Banking,Network Error,6,3,1,0.6,15,694,UPI Link,0,0
PAY_02698,1728,Net Banking,Technical Error,7,1,0,0.778,17,328,Reminder,1,1728
PAY_02699,2187,Card,Bank Timeout,7,1,1,0.778,3,1091,Reminder,0,0
PAY_02700,8392,Wallet,Bank Timeout,4,1,1,0.667,17,1288,Retry,0,0
PAY_02701,3880,Net Banking,User Abandoned,5,0,0,0.833,3,1360,UPI Link,1,3880
PAY_02702,17882,Wallet,Insufficient Funds,7,2,0,0.7,4,781,UPI Link,1,17882
PAY_02703,1545,Wallet,Bank Timeout,2,1,0,0.5,18,1410,Reminder,1,1545
PAY_02704,2026,Net Banking,Card Declined,13,0,1,0.929,18,373,UPI Link,1,2026
PAY_02705,3812,UPI,Card Declined,8,2,2,0.727,18,705,Reminder,0,0
PAY_02706,1877,UPI,Technical Error,4,4,0,0.444,5,277,Retry,1,1877
PAY_02707,3156,Wallet,Bank Timeout,10,4,0,0.667,21,404,Reminder,0,0
PAY_02708,2525,Net Banking,Technical Error,10,2,2,0.769,2,727,UPI Link,0,0
PAY_02709,6186,Wallet,Insufficient Funds,5,4,1,0.5,18,856,Retry,0,0
PAY_02710,17451,Net Banking,Technical Error,8,2,0,0.727,16,574,Reminder,0,0
PAY_02711,1095,UPI,Card Declined,10,2,0,0.769,5,107,UPI Link,1,1095
PAY_02712,14024,Net Banking,Technical Error,8,2,1,0.727,13,692,Retry,1,14024
PAY_02713,6540,Wallet,User Abandoned,11,0,0,0.917,10,1130,Reminder,0,0
PAY_02714,22626,UPI,User Abandoned,13,3,1,0.765,0,620,Reminder,1,22626
PAY_02715,5198,Wallet,Card Declined,9,3,1,0.692,1,1424,UPI Link,1,5198
PAY_02716,2454,Wallet,Technical Error,9,1,0,0.818,16,870,Retry,1,2454
PAY_02717,14468,Net Banking,Bank Timeout,13,3,0,0.765,23,536,Retry,1,14468
PAY_02718,3429,Wallet,Technical Error,9,3,0,0.692,2,922,Reminder,1,3429
PAY_02719,1283,UPI,User Abandoned,10,2,0,0.769,16,233,Reminder,1,1283
PAY_02720,10826,Card,Insufficient Funds,5,4,0,0.5,2,363,Reminder,1,10826
PAY_02721,2759,Card,Network Error,11,0,0,0.917,2,155,Retry,1,2759
PAY_02722,2348,UPI,User Abandoned,7,0,0,0.875,19,145,Reminder,1,2348
PAY_02723,1519,Wallet,User Abandoned,7,3,0,0.636,21,217,UPI Link,0,0
PAY_02724,868,UPI,User Abandoned,11,2,0,0.786,6,167,Reminder,1,868
PAY_02725,2225,UPI,Insufficient Funds,8,2,1,0.727,21,478,Reminder,0,0
PAY_02726,1431,UPI,Card Declined,11,0,0,0.917,20,1085,UPI Link,1,1431
PAY_02727,1431,Card,User Abandoned,10,2,1,0.769,19,1447,Reminder,1,1431
PAY_02728,1436,Net Banking,User Abandoned,5,4,2,0.5,18,126,Reminder,1,1436
PAY_02729,4658,UPI,Insufficient Funds,7,2,0,0.7,6,540,Reminder,1,4658
PAY_02730,4199,Card,User Abandoned,10,1,0,0.833,22,156,Reminder,1,4199
PAY_02731,1627,Net Banking,Bank Timeout,8,4,0,0.615,12,1302,UPI Link,0,0
PAY_02732,2824,Net Banking,Network Error,8,3,1,0.667,16,1312,Retry,1,2824
PAY_02733,1863,Wallet,Technical Error,12,2,0,0.8,23,494,Retry,1,1863
PAY_02734,4230,Net Banking,Technical Error,7,3,0,0.636,2,127,Retry,0,0
PAY_02735,1666,Net Banking,User Abandoned,6,2,0,0.667,19,881,Reminder,1,1666
PAY_02736,3162,Wallet,Insufficient Funds,8,2,2,0.727,21,181,Reminder,0,0
PAY_02737,1860,Net Banking,User Abandoned,8,4,2,0.615,19,1389,Retry,0,0
PAY_02738,6196,Net Banking,User Abandoned,6,0,0,0.857,14,734,UPI Link,1,6196
PAY_02739,4732,Wallet,Technical Error,9,0,1,0.9,9,1002,Retry,1,4732
PAY_02740,2058,Card,Bank Timeout,10,2,1,0.769,5,88,Retry,1,2058
PAY_02741,10075,Wallet,Card Declined,5,2,1,0.625,10,826,UPI Link,0,0
PAY_02742,2591,Wallet,Card Declined,12,2,0,0.8,4,790,UPI Link,1,2591
PAY_02743,5011,UPI,Bank Timeout,8,1,0,0.8,12,1295,Retry,0,0
PAY_02744,2938,Net Banking,Insufficient Funds,7,0,1,0.875,21,354,Reminder,0,0
PAY_02745,1371,Card,Bank Timeout,7,1,0,0.778,0,802,Retry,1,1371
PAY_02746,11820,Net Banking,Technical Error,5,1,0,0.714,0,1019,Retry,0,0
PAY_02747,1238,Net Banking,Network Error,9,1,0,0.818,7,390,Retry,1,1238
PAY_02748,5295,Wallet,Card Declined,8,1,1,0.8,5,999,Retry,0,0
PAY_02749,4080,UPI,Technical Error,6,1,0,0.75,2,663,UPI Link,0,0
PAY_02750,4163,Net Banking,Bank Timeout,8,3,0,0.667,16,1013,UPI Link,0,0
PAY_02751,4731,Wallet,Card Declined,7,3,0,0.636,9,1294,UPI Link,1,4731
PAY_02752,3034,Net Banking,User Abandoned,9,2,1,0.75,13,1253,Reminder,0,0
PAY_02753,3392,Card,Network Error,13,3,0,0.765,10,1485,Retry,1,3392
PAY_02754,2971,Card,Technical Error,6,0,1,0.857,15,130,Retry,1,2971
PAY_02755,2544,Net Banking,Card Declined,14,1,0,0.875,6,669,UPI Link,1,2544
PAY_02756,1446,Net Banking,User Abandoned,13,5,1,0.684,8,1137,Reminder,1,1446
PAY_02757,10187,Net Banking,User Abandoned,9,3,0,0.692,4,660,UPI Link,0,0
PAY_02758,7945,Card,User Abandoned,4,1,1,0.667,19,486,UPI Link,0,0
PAY_02759,874,Card,Card Declined,3,0,1,0.75,15,40,UPI Link,1,874
PAY_02760,7390,UPI,Card Declined,4,1,0,0.667,19,659,UPI Link,0,0
PAY_02761,2894,Wallet,Card Declined,3,5,1,0.333,23,545,UPI Link,0,0
PAY_02762,3621,Wallet,Bank Timeout,9,1,0,0.818,22,294,Retry,1,3621
PAY_02763,2541,UPI,Card Declined,10,2,0,0.769,7,1297,UPI Link,1,2541
PAY_02764,2092,Net Banking,Network Error,4,4,1,0.444,17,300,UPI Link,1,2092
PAY_02765,9491,Net Banking,Card Declined,10,1,0,0.833,19,1099,UPI Link,1,9491
PAY_02766,2607,Card,Network Error,8,1,1,0.8,3,606,UPI Link,0,0
PAY_02767,1801,Card,Network Error,12,2,1,0.8,9,509,UPI Link,0,0
PAY_02768,6027,Wallet,User Abandoned,6,0,0,0.857,9,535,Reminder,1,6027
PAY_02769,2426,Net Banking,Insufficient Funds,4,3,0,0.5,20,1319,UPI Link,0,0
PAY_02770,7157,UPI,Technical Error,12,2,1,0.8,4,915,Retry,0,0
PAY_02771,6153,Card,Network Error,8,1,1,0.8,10,221,Reminder,0,0
PAY_02772,4296,Wallet,Technical Error,16,1,0,0.889,22,1243,Retry,1,4296
PAY_02773,1031,Card,Network Error,12,2,0,0.8,10,35,Retry,0,0
PAY_02774,18397,Net Banking,Network Error,6,2,1,0.667,11,291,Retry,1,18397
PAY_02775,1552,Wallet,Network Error,6,3,0,0.6,20,890,Retry,1,1552
PAY_02776,9153,Wallet,Bank Timeout,8,1,0,0.8,19,71,Retry,0,0
PAY_02777,5844,Net Banking,Network Error,10,1,1,0.833,1,1048,Retry,1,5844
PAY_02778,1323,Card,Card Declined,8,1,0,0.8,2,287,UPI Link,1,1323
PAY_02779,517,Card,User Abandoned,10,1,0,0.833,2,738,Retry,0,0
PAY_02780,2595,Net Banking,Insufficient Funds,6,3,1,0.6,10,143,UPI Link,0,0
PAY_02781,3834,UPI,Network Error,3,1,1,0.6,20,811,Retry,0,0
PAY_02782,1026,UPI,Bank Timeout,9,0,1,0.9,5,237,UPI Link,1,1026
PAY_02783,10260,Net Banking,Bank Timeout,5,3,0,0.556,1,1321,Retry,1,10260
PAY_02784,3951,UPI,Insufficient Funds,9,1,2,0.818,22,462,UPI Link,0,0
PAY_02785,2110,UPI,Bank Timeout,7,1,0,0.778,4,282,Retry,1,2110
PAY_02786,7474,Net Banking,Card Declined,8,2,2,0.727,21,811,UPI Link,0,0
PAY_02787,644,Net Banking,Card Declined,3,5,0,0.333,21,1464,UPI Link,0,0
PAY_02788,7232,UPI,Insufficient Funds,5,4,0,0.5,18,74,Reminder,0,0
PAY_02789,1221,Wallet,Insufficient Funds,5,2,0,0.625,22,166,UPI Link,0,0
